Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
desktop computer,,Pink,NA,Programming,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_4,3_4,3590
desktop computer,,Pink,NA,Art program,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_5,3_5,3590
desktop computer,,Pink,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrDesktopPC_Remake_3_6,3_6,3590
digital alarm clock,,Orange,NA,NA,NA,No,No,No,NA,1600,400,Orange,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_0_0,0_0,2731
digital alarm clock,,Lime,NA,NA,NA,No,No,No,NA,1600,400,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_1_0,1_0,2731
digital alarm clock,,Light blue,NA,NA,NA,No,No,No,NA,1600,400,Light blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_2_0,2_0,2731
digital alarm clock,,Blue,NA,NA,NA,No,No,No,NA,1600,400,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_3_0,3_0,2731
digital alarm clock,,Purple,NA,NA,NA,No,No,No,NA,1600,400,Purple,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_4_0,4_0,2731
digital alarm clock,,Pink,NA,NA,NA,No,No,No,NA,1600,400,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_5_0,5_0,2731
digital alarm clock,,White,NA,NA,NA,No,No,No,NA,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_6_0,6_0,2731
digital alarm clock,,Black,NA,NA,NA,No,No,No,NA,1600,400,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale,FtrDigitalclock_Remake_7_0,7_0,2731
dinnerware,,NA,NA,NA,NA,No,No,No,NA,930,232,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDishes,NA,1798
dish-drying rack,,White,NA,NA,NA,No,No,No,NA,530,132,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_0_0,0_0,3400
dish-drying rack,,Black,NA,NA,NA,No,No,No,NA,530,132,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_1_0,1_0,3400
dish-drying rack,,Silver,NA,NA,NA,No,No,No,NA,530,132,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_2_0,2_0,3400
dish-drying rack,,Red,NA,NA,NA,No,No,No,NA,530,132,Red,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_3_0,3_0,3400
dish-drying rack,,Blue,NA,NA,NA,No,No,No,NA,530,132,Blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_4_0,4_0,3400
dish-drying rack,,Yellow,NA,NA,NA,No,No,No,NA,530,132,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrDrainerbasket_Remake_5_0,5_0,3400
diving beetle model,,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Black,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectGengorouToy,NA,7057
document stack,,NA,NA,Resource documents,Writing,Yes,No,Yes,2,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_0,0_0,1750
document stack,,NA,NA,Text documents,Writing,Yes,No,Yes,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_1,0_1,1750
document stack,,NA,NA,Exam papers,Writing,Yes,No,Yes,2,1600,400,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_2,0_2,1750
document stack,,NA,NA,Storyboards,Writing,Yes,No,Yes,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,Does not play music,No lighting,For sale,FtrOfficePapers_Remake_0_3,0_3,1750
dolly,,Red,NA,NA,NA,No,No,No,NA,1600,400,Red,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_0_0,0_0,1495
dolly,,Blue,NA,NA,NA,No,No,No,NA,1600,400,Blue,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_1_0,1_0,1495
dolly,,Green,NA,NA,NA,No,No,No,NA,1600,400,Green,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_2_0,2_0,1495
dolly,,Pink,NA,NA,NA,No,No,No,NA,1600,400,Pink,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_3_0,3_0,1495
dolly,,Purple,NA,NA,NA,No,No,No,NA,1600,400,Black,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_4_0,4_0,1495
dolly,,White,NA,NA,NA,No,No,No,NA,1600,400,White,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,For sale,FtrDoll_Remake_5_0,5_0,1495
dorado model,,NA,NA,NA,NA,No,No,No,NA,NFS,45000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishDoladoToy,NA,7837
drone beetle model,,NA,NA,NA,NA,No,No,No,NA,NFS,600,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectKanabunToy,NA,7114
dung beetle model,,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Black,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectFunkorogashiToy,NA,7066
earth-boring dung b. model,,NA,NA,NA,NA,No,No,No,NA,NFS,900,Purple,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectSenchikoganeToy,NA,7074
electronics kit,,Green,NA,NA,NA,No,No,No,NA,1300,325,Green,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,Yes,School,Does not play music,Emission,For sale,FtrElectronicset_Remake_0_0,0_0,4071
electronics kit,,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,Yes,School,Does not play music,Emission,For sale,FtrElectronicset_Remake_1_0,1_0,4071
emperor butterfly model,,NA,NA,NA,NA,No,No,No,NA,NFS,12000,Blue,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectMorufuochoToy,NA,7086
espresso maker,,Silver,NA,NA,NA,No,No,No,NA,5600,1400,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,Does not play music,No lighting,For sale,FtrEspresso_Remake_0_0,0_0,954
espresso maker,,Red,NA,NA,NA,No,No,No,NA,5600,1400,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,Does not play music,No lighting,For sale,FtrEspresso_Remake_1_0,1_0,954
espresso maker,,Yellow,NA,NA,NA,No,No,No,NA,5600,1400,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,Does not play music,No lighting,For sale,FtrEspresso_Remake_2_0,2_0,954
espresso maker,,Blue,NA,NA,NA,No,No,No,NA,5600,1400,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,Does not play music,No lighting,For sale,FtrEspresso_Remake_3_0,3_0,954
espresso maker,,Green,NA,NA,NA,No,No,No,NA,5600,1400,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,Does not play music,No lighting,For sale,FtrEspresso_Remake_4_0,4_0,954
espresso maker,,White,NA,NA,NA,No,No,No,NA,5600,1400,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,Does not play music,No lighting,For sale,FtrEspresso_Remake_5_0,5_0,954
espresso maker,,Black,NA,NA,NA,No,No,No,NA,5600,1400,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,Does not play music,No lighting,For sale,FtrEspresso_Remake_6_0,6_0,954
essay set,,Blank,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,Does not play music,No lighting,For sale,FtrWriterset_Remake_0_0,0_0,4110
essay set,,Writer's block,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,Does not play music,No lighting,For sale,FtrWriterset_Remake_1_0,1_0,4110
essay set,,In progress,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,Does not play music,No lighting,For sale,FtrWriterset_Remake_2_0,2_0,4110
essay set,,Letter,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,Does not play music,No lighting,For sale,FtrWriterset_Remake_3_0,3_0,4110
evening cicada model,,NA,NA,NA,NA,No,No,No,NA,NFS,1650,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectHigurashiToy,NA,7063
fancy violin,,Natural,NA,NA,NA,No,No,No,NA,140000,35000,Brown,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrViolin_Remake_0_0,0_0,2772
fancy violin,,White,NA,NA,NA,No,No,No,NA,140000,35000,White,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrViolin_Remake_1_0,1_0,2772
fancy violin,,Black,NA,NA,NA,No,No,No,NA,140000,35000,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrViolin_Remake_2_0,2_0,2772
fax machine,,White,NA,Document,Printout,No,No,Yes,1,1500,375,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_0_0,0_0,4101
fax machine,,White,NA,Graph,Printout,No,No,Yes,1,1500,375,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_0_1,0_1,4101
fax machine,,White,NA,Illustration,Printout,No,No,Yes,1,1500,375,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_0_2,0_2,4101
fax machine,,White,NA,Written note,Printout,No,No,Yes,1,1500,375,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_0_3,0_3,4101
fax machine,,Red,NA,Document,Printout,No,No,Yes,1,1500,375,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_1_0,1_0,4101
fax machine,,Red,NA,Graph,Printout,No,No,Yes,1,1500,375,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_1_1,1_1,4101
fax machine,,Red,NA,Illustration,Printout,No,No,Yes,1,1500,375,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_1_2,1_2,4101
fax machine,,Red,NA,Written note,Printout,No,No,Yes,1,1500,375,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_1_3,1_3,4101
fax machine,,Brown,NA,Document,Printout,No,No,Yes,1,1500,375,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_2_0,2_0,4101
fax machine,,Brown,NA,Graph,Printout,No,No,Yes,1,1500,375,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_2_1,2_1,4101
fax machine,,Brown,NA,Illustration,Printout,No,No,Yes,1,1500,375,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_2_2,2_2,4101
fax machine,,Brown,NA,Written note,Printout,No,No,Yes,1,1500,375,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_2_3,2_3,4101
fax machine,,Black,NA,Document,Printout,No,No,Yes,1,1500,375,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_3_0,3_0,4101
fax machine,,Black,NA,Graph,Printout,No,No,Yes,1,1500,375,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_3_1,3_1,4101
fax machine,,Black,NA,Illustration,Printout,No,No,Yes,1,1500,375,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_3_2,3_2,4101
fax machine,,Black,NA,Written note,Printout,No,No,Yes,1,1500,375,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,Does not play music,No lighting,For sale,FtrFax_Remake_3_3,3_3,4101
festive top set,,NA,NA,NA,NA,Yes,No,No,NA,NFS,320,Colorful,Red,1x1,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,No,Toy,Does not play music,No lighting,Not for sale,FtrFestivaltop,NA,12230
film projector,,NA,NA,NA,NA,No,No,No,NA,2400,600,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,facility,None,None,None,Yes,Facility Decor,Does not play music,Spotlight,For sale,FtrProjector,NA,3963
firefly model,,NA,NA,NA,NA,No,No,No,NA,NFS,900,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectHotaruToy,NA,7065
firewood,,NA,NA,NA,NA,Yes,No,No,NA,NFS,960,Brown,Beige,1x1,Crafting,,1.0.0,garage,garden,None,None,No,Plants,Does not play music,No lighting,Not for sale,FtrFirewood,NA,5970
flea model,,NA,NA,NA,NA,No,No,No,NA,NFS,210,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectNomiToy,NA,5935
floating-biotope planter,,Brown,NA,NA,NA,No,No,No,NA,1600,400,Brown,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,None,None,No,Plants,Does not play music,No lighting,For sale,FtrBiotope_Remake_0_0,0_0,4094
floating-biotope planter,,Artistic,NA,NA,NA,No,No,No,NA,1600,400,Blue,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,None,None,No,Plants,Does not play music,No lighting,For sale,FtrBiotope_Remake_1_0,1_0,4094
floating-biotope planter,,White,NA,NA,NA,No,No,No,NA,1600,400,White,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,None,None,No,Plants,Does not play music,No lighting,For sale,FtrBiotope_Remake_2_0,2_0,4094
floating-biotope planter,,Black,NA,NA,NA,No,No,No,NA,1600,400,Black,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,garden,None,None,No,Plants,Does not play music,No lighting,For sale,FtrBiotope_Remake_3_0,3_0,4094
floor sign,,Warning,NA,NA,NA,No,No,No,NA,890,222,Yellow,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,None,None,No,Vehicle,Does not play music,No lighting,For sale,FtrSafetycone_Remake_0_0,0_0,7260
